,num,lyrics,mood
797,800,locked inside cage world stage silent rage turn page something new fantasy burdened beast king queen wont even dream peace could let thought drown someday might lose crown time chain hold would set free scream shout youre quiet mouse slaughterhouse way feed fear hide grief burdened beast cause king queen wont even dream peace could let thought drown someday might lose crown time chain hold would set free would set free dont look back dont look youll fall wishing well youre frozen someone spell keep running luck could let thought drown someday might lose crown time chain hold would set free could let thought drown someday might lose crown time chain hold would set free would set free,sad
798,801,millionaire say got big shot deal ive thrown away im sure im supposed feel im supposed say im sure sure feel handle everyday miss love make room prey cause im coming want say gonna hurt love pain breeding ground hate im sure sure feel handle every day like one passed crowd people remember today ive respect miss love miss love love way love hate way im supposed love back fad part teen teenage angst brigade im sure sure feel handle every day like one passed crowd people remember today ive respect miss love miss love remember today ive respect miss love miss love way love hate way im supposed love back,sad
799,802,internal combustion multiple personality terror inside mask silent agony curse falling rain vortex pain medieval merlin pact power made lucifer transition time time price paid scorching domain vortex pain telestic message written torment howl dirge like horn jericho distorted face writhing rage wall purgatory tumble endless death jewel crown jewel crown,angry
800,803,pressure fried coldest head bent side wishing dead would still defend would still defend ill give ill give greed ill give one wholl give held poor somewhere theyre unaware know scared give fire would soon begin ill give ill give greed ill give one wholl give sometimes sun shine sunshine give give greed give one wholl give give would give greed could give one wholl give,sad
801,804,arr arr arr arr pirate dont anything stay home lie around ask u anything well tell dont anything well ive never greenland ive never denver ive never buried treasure st louie st paul ive never moscow ive never tampa ive never boston fall cause pirate dont anything stay home lie around ask u anything well tell dont anything never hoist mainstay ive never swabbed poop deck never veer starboard cause never sail ive never walked gangplank ive never owned parrot ive never boston fall cause pirate dont anything stay home lie around ask u anything well tell dont anything well ive never plucked rooster im good ping pong ive never thrown mashed potato wall ive never kissed chipmunk ive never gotten head louse ive never boston fall pirate captain log band relient full contradiction dont know captain kidd dont wake lunch eat captain crunch dont smoke dont chew watch captain kangaroo ive never licked spark plug ive never sniffed stinkbug ive never painted daisy big red rubber ball ive never bathed yogurt dont look good legging ive never boston fall pirate dont anything stay home lie around ask u anything well tell dont anything pirate dont anything stay home lie around ask u anything well tell dont anything,happy
802,805,never said never said never said would hard love meant forever never seems discard there gotta better way say whats heart without leaving scar hear call name fall apart reason endless sorrow there much said broken heart wall go low hear call name call name complicated situation making thats wrong ive standing river deliverance way long there gotta better way say whats heart without leaving scar hear call name hear call name fall apart reason endless sorrow there much said broken heart wall go low hear call name never said never said never said never said call name never said never said never said never said call name fall apart reason endless sorrow there much said broken heart wall go low hear call name fall apart reason endless sorrow there much said broken heart wall go low hear call name call name,sad
803,806,im alive im enlightened barely survive night mind ive got plan im going find boring good time cause ever since tried trying find every little meaning life fine ive cool new golden rule numb new deep done old talk cheap god waiting dont think odd know address look star dont remind feeble well used guess cause ever since tried trying find every little meaning life fine ive cool new golden rule numb new deep done old talk cheap im new man wear new cologne wouldnt know eye closed know youll say wont last longer rest day youre wrong time youre wrong numb new deep done old im analyzing tonight stop trying figure deep bring know used back porch poet book rhyme always open knowing time im probably never going find perfect rhyme heavier thing,relaxed
804,807,awake dying even dead past failing come back u visionary rope around neck awake awake dying awake awake dying past failing come back u visionary rope around neck awake awake dying awake awake dying u visionary,sad
805,808,ive going river baby listen sound something god know figure cant stay water cloud life change know care took van colorado ran dead took hand know even doubt ok take account change know care could let jump river baby easy sound never quite easily done current u ok take account change know care one dont care know dont care know,sad
806,809,dealing agony within charging hard one going give living knee conformity dying foot honesty inbred body work one bloody never cry submission following instinct trend go grain end blood follow blood dying time slamming dont fuck razorback stepping youll feel hell back blood follows blood make sure life isnt cure honesty excuse try rob u use steamroller action crushing victim name shall fall blood follow blood dying time chew spit laugh scream shout flee fear run youll know come go damage jackal ripping right sight smell get going know get want tear soul nightly hunt fuck fucking regret never happy ending dark set alls fair damage inc see step little closer please blood follow blood dying time,angry
807,810,world news ive found nothing new ive found nothing pure maybe im idealistic assume truth could fact form love could verb maybe im little misinformed dead moon rise freeway sigh let train watch tide mist spinning circle sky tonight let truck roll los angeles maybe star unanimously tired let love strong dont care go let love strong enough weather thundercloud fury thunder clap like stealing fire eye world hanging love let war begin let strength wear thin let finger crack let world fall apart train monkey back fight let start tonight world explodes star touch ground falling like broken satellite let love strong dont care go let love strong enough weather thunder cloud fury thunder clap like stealing fire sky hanging world resting love,sad
808,811,sister night hunger descends body fire inferno never end eternal flame burn desire name sister night longing return giving voice flame calling flesh burn breaking move kill oh sister come embrace assure hey sister feel sweet sister feel im trembling heal hey sister feel sister night saddest dress walk light youre desperate impress slide floor feeling insecure sister night loneliest eye tell alright hell make perfect prize cold light day give game away oh sister come embrace assure hey sister feel sweet sister feel im trembling heal hey sister feel,sad
809,812,around thousand year itll plenty face hidden disgrace become open sore false messiah face pain bringer bittersweet heretic insane take scar hand god found better way break wall fed lie desensitized taught believe way taught divide exactly youll never understand rage youve never borrow youve never steal eat silver spoon real take scar hand god found better way break wall blood concrete piss wine whore fuck feel divine theyll clean needle shrine ignorance bliss find cant fuckin open eye,angry
810,813,voyeur laying next night watching sleep source strength fall youre knee day come everybodys gone call friend ill new beginning ill end end im gonna tell world love baby girl shout street shout street gonna talk joy bring girl look youre shining star see night youre storm guiding storm beating heart thats side youre arm day come everybodys longgone im watching sleep ill watching sleep dont worry youve got heart keep keep im gonna tell world love baby girl shout street shout street gonna talk joy bring girl look youre im gonna tell world love baby girl shout street gonna talk joy bring girl look youre love god child breathe sun sleep star night know one love god child breathe sun sleep star night know one youre one im gonna tell world love baby girl shout street shout street gonna talk joy bring girl look youre im gonna tell world love baby girl shout street gonna talk joy bring girl look youre,relaxed
811,814,bitte darf ich da behalten behalt meine alten trume kannst sie verwalten wie du willst halt die welt deiner gewalt aber nimm deine kalten hnde von meiner hand ich geb dir meinen verstand dafr ich geb dir mein wort ich fr immer stumm sein aber nimm da nicht fort von mir ich wei du nimmst alles du willst zu dir aber da hier bleibt hier darf ich da behalten ich brauche nichts mehr darf ich da behalten ich geb alles darf ich da behalten ich brauche nichts mehr ich brauche nichts mehr al da ich brauche nichts mehr darf ich da behalten ich habs gefunden zerknittert und scheu sa e zwischen zwei stunden bevor alles neu war und zwischen zwei blicken zwei schritten im sand fand ichs meiner hand ich geb dir meinen verstand dafr ich geb dir mein wort ich fr immer stumm sein aber nimm da nicht fort von mir ich wei du nimmst alles du willst zu dir aber da hier bleibt hier darf ich da behalten ich brauche nichts mehr darf ich da behalten ich geb alles darf ich da behalten ich brauche nichts mehr ich brauche nichts mehr al da ich brauche nichts mehr darf ich da behalten ich habs gefunden zerschunden und lahm hab seine wunden verbunden und jetzt ist e zahm siehst du e findet den weg nicht mehr ich kann seine sprache ich lauf hinter ihm und dann luft e mir nach und ich halt e geborgen meiner hand schlaf bi zum morgen mit dem rcken zur wand darf ich da behalten ich brauche nichts mehr darf ich da behalten ich geb alles darf ich da behalten ich brauche nichts mehr ich brauche nichts mehr al da ich brauche nichts mehr darf ich da behalten behalt meine alten trume kannst sie verwalten wie du willst halt die welt deiner gewalt aber nimm deine kalten hnde von meiner hand,sad
812,815,widow antique replacement briefcase filled mace widow six legged lost found student spray kent state mace wishing well missing clientele widow six legged lost found parka worn summer apparel sweat lodge comatose broken arrow widow veiled rebound sheet ghost chance lonely widow six legged lost found precision watch scalpel make road hear talk paranoid parable widow six legged lost found storefront chairman fingering button running bull take life support system madrid space station spain space space flesh versus machine matador bull china shop madrid space station spain space space flesh versus machine matador bull china shop madrid space station spain space space flesh versus machine matador bull china shop matador bull china shop widow antique replacement briefcase filled mace widow six legged lost found student spray kent state mace wishing well missing clientele widow six legged lost found parka worn summer apparel sweat lodge comatose broken arrow storefront chairman fingering button running bull take life support system gored neck dont spare death im running circle red cape paper taste vapor gored neck dont spare death im running circle red cape paper taste vapor taste vapor matador bull china shop matador bull china shop matador bull china shop matador bull china shop,angry
813,816,thumbing page fantasy pushing mercy wanna see try take swing come gonna put ground ground ground trying make fun think funny fuck think take turn lashing want cry dirty as front hate cannot bound drowned thoughtless scheming try tear beat ground see screaming thumbing page fantasy im smiling drown drown drown wanna kill rape way raped ill pull trigger youre trying make fun think funny fuck think take turn lashing want cry dirty as front hate cannot bound drowned thoughtless scheming try tear beat ground see screaming friend gone died gonna take screamed cried gonna take ive got body got body back wall ive got body got body back wall ive got body got body back wall ive got body got body back wall ive got body got body back wall ive got body got body back wall ive got body got body back wall ive got body got body back wall hate cannot bound drowned thoughtless scheming try tear beat ground see screaming hate cannot bound drowned thoughtless scheming try tear beat ground see screaming,angry
814,817,satellite eye like diamond sky wonder satellite strung moon world balloon peeping tom mother station winter cold spring era calm away storm chasen everything good need replacing look look around hey satellite satellite headline read someone secret youve seen eye ear satellite dish yard tell tell who king satellite castle winter cold spring era calm away storm chasen everything good need replacing look look around hey satellite rest high cloud restriction television bounce round world spend hour five sens reeling laugh weatherman satellite eye,relaxed
815,818,somewhere rainbow way high there land heard lullaby somewhere rainbow sky blue dream dare dream really come true someday ill wish upon star wake cloud far behind trouble melt like lemondrops away chimney top thats youll find somewhere rainbow bluebird fly bird fly rainbow oh cant somewhere rainbow sky blue dream dare dream really come true,relaxed
816,819,west texas town el paso fell love mexican girl nighttime would find rosa cantina music would play feleena would whirl blacker night eye feleena wicked evil casting spell love deep mexican maiden love vain could tell one night wild young cowboy came wild west texas wind dashing daring drink sharing wicked feleena girl love anger challenged right love maiden went hand gun wore challenge answered le heartbeat handsome young stranger lay dead floor moment stood silence shocked foul evil deed done many thought raced mind stood one chance run back door rosa ran horse tied caught good one looked like could run back away ride fast could west texas town el paso badlands new mexico back el paso life would worthless everythings gone life nothing left long since ive seen young maiden love stronger fear death saddled away go riding alone dark maybe tomorrow bullet may find tonight nothing worse pain heart last hill overlooking el paso see rosa cantina love strong push onward hill feleena go right see five mounted cowboy left ride dozen shouting shooting cant let catch make rosa back door something dreadfully wrong feel deep burning pain side though trying stay saddle im getting weary unable ride love feleena strong rise ive fallen though weary cant stop rest see white puff smoke rifle feel bullet go deep chest nowhere feleena found kissing cheek kneel side cradled two loving arm ill die one little kiss feleena goodbye songwriter marty robbins,relaxed
817,820,stupid love oh stupid love let tell something never ever size ten whole life left engine running came see would gave chance make thing right made even though katy told would nothing waste time right mmm dont understand blood hand still insist repeatedly trying tell lie dont know oh stupid im stupid dont talk like im stupid still love cant may dumb im stupid new nickname idiot mmm thats friend calling see yelling phone theyre telling let go one thought saw potential guess thats made dumb dont want like want scheming cheating oh girl waste time know aint right telling dont wanna listen insist repeatedly tryna tell lie dont know stupid im stupid dont talk like im stupid still love cant may dumb im stupid tryna make work act like jerk silly keep holding dunce cap dont know youve lost wont realize till im gone gone gone one one u really dumb oh im stupid love stupid im stupid dont talk like im stupid still love cant may dumb im stupid may dumb im stupid love,sad
818,821,one believe life wont change hoping someday thing mend one lost thats left gain simple reminder thing blind slip away say say ill okay fall day go without cause painful mistake left fall night cant seem go sign youre give strength hold line broken im afraid look back page left empty space way thing theyll never change still im left knowing content happy need fall day go without cause painful mistake left fall night cant seem go sign youre give strength hold fall day go without cause painful mistake left fall night cant seem go sign youre give strength hold,sad
819,822,feeling despair gone im thinking wonder done close eye even though im love im cold ice feel time let go sent letter without reply wish would better im shy fine im thinking time want rise shine like sun want say come cause wont run feel time let go fine im thinking time rise shine like sun say come cause wont run know time let go,sad
820,823,crushing worthless goal define control pain fucking ecstasy putrid world tyranny accentuate desperation flesh bone ill rip tear hate fact breathe air helpless dominate wont celebrate youve crucified cannot rest till everyone died cant stand victim infecting everything eradicate obliterate depopulate divine atrocious suffering cleansation weak supremacy pissing faith incinerate god whore perpetual reign eat soul must maintain control weak must maintain control weak must contain mind free must maintain control weak must contain mind free must maintain control weak,angry
821,824,oh yes walk path thats righteous many men walked pain held broken shell straight shackled onto floor welcome world lived puking bile hate world turned false inclusion sickening broken state id see there thing make want deny cause pain bliss get wasted selfdestruct hold edge blood sweat tear tribute strength built year blood sweat tear tribute strength built year tribute oh yes walk path give confidence strong pure realize freedom rise confronting source built wall around break away ill focus strength call unstoppable energy hold edge blood sweat tear tribute strength built year blood sweat tear tribute strength built year tribute take need focus command take hold im falling please let go hold im falling falling blood sweat tear tribute strength built year blood sweat tear tribute strength built year believe time sear wound time sear wound time sear wound,angry
822,825,louie got warning know know louie know im always drunk drunk wonder louie got room wonder louie got room louie got warning know know louie know im always drunk drunk wonder louie got room wonder louie got room louie got warning know know louie gonna throw morning come wonder louie got room wonder louie got room oh nobody know born empty hole like twisted soul louie got warning know know louie know im always drunk drunk wonder louie got room wonder louie got room louie louie got warning know know louie know im always drunk drunk wonder louie got room wonder louie got room louie,happy
823,826,tonight im dreaming wish stay forever lung empty right want scream want scream tonight im telling everything im never ever gonna regret never ever head spinning like forever conscience breaking conflict coming back coming back tonight im telling everything im never ever gonna regret never ever never ever tonight im telling everything im never ever gonna regret never ever tonight ill tell ill never gonna forget never ever,happy
824,827,sssaying im looking picture u remember thinking oh never leave u oh song spoke couldnt speak shame band broke hope well remember hold hold tight moment live moment die hold hold strong stay right belong hold hold tight plan mine might sound clich plan live rest life sssaying want know picture u dont want say goodnight record love thinking growing old forgetting forgot dont want forget dont want forgot hold hold tight moment live moment die hold hold strong stay right belong hold hold tight plan mine might sound clich plan live rest life hold hold tight moment live moment die hold hold strong stay right belong hold hold tight plan mine might sound clich plan live rest life,happy
825,828,well shes walking cloud circus mind thats running wild butterfly zebra moonbeam fairy tale thats ever talk riding wind im sad come thousand smile give free alright say alright take anything want anything fly little wing well shes walking cloud circus mind thats running wild butterfly zebra moonbeam fairy tale thats ever think riding wind im sad come thousand smile give free alright say alright take anything want anything fly little wing anything anything anything,relaxed
826,829,morning call darkness draw upon day shadow fall silence warp hall since ive gone gone gone hundred year today lamplight ablaze pave way til jesus save early grave gone gone gone drop anchor lift heart stem stern im torn apart mount horse park cart tomorrow im gone gone gone seek hull leave deck silver moon silhouette due time forget gone gone gone since ive gone gone gone gone gone gone tomorrow im gone gone gone,happy
827,830,well walked bridge city live saw old landlord well said hello else go cause rent couldnt afford well relationship change though think kind strange money make man grow ah people claim get enough fame live rainbow rainbow people street bus foot got blood flow oh society every dollar got deed need place go feel rainbow sometimes forget got think got chance make right keep loose keep tight keep tight im love girl who love world though cant help follow though know someday bound go away stay rainbow got learn let go rainbow sometimes forget got much love black white keep loose child gotta keep tight keep loose keep tight keep tight keep tight yeah,relaxed
828,831,get high destructive instinct get high corrosive instinct go escape foul mind trick youre trying never break cause presume winner thats true say word unreal hate providing talk always contradiction wont feel warmth friend around true worth inside say word design worse power craving desire there fire burning ill show way pleasure thats taking youre trying wont get satisfaction cause presume winner thats true say word unreal hate providing talk always contradiction wont feel warmth friend around true worth inside say word unreal hate providing talk always contradiction wont feel warmth friend around true worth inside say word,sad
829,832,dead man lying bottom grave wondering savior come gonna saved maybe youre sinner alternate life maybe youre joker maybe deserve die cry son left god wearing black he gone far find hope he never coming back cry son left young men must go he come far find truth he never going home young men standing top graf wondering jesus come gonna saved cruelty winner bishop tell king lie maybe youre mourner maybe deserve die cry son left god wearing black he gone far find hope he never coming back cry son left young men must go he come far find truth he never going home welcome soldier side there one people grow die one welcome soldier side one people soldier side one,angry
830,833,eye never saw leavin heart need healing arm letting go life greatest story never told many way explain boy conversation several time except nothing le complete respect cannot give maybe step eye never saw leavin heart need healing arm letting go life greatest story never told cryin fightin simply aint style though youre one important people life loved day met know loved point walking away best thing eye never saw leavin heart need healing arm letting go life greatest story never told meant man wife answer dont know life many mystery intrigue child would guess well never know even walk away ill always keep hope eye never saw leavin heart need healing arm letting go thats life thats way story go truth every relationship lesson truth saw coming hurt anyway truth im reason youre angry truth youre reason im passive truth ive got take back power truth reason hurt bad walk away eye never saw leavin heart heart need healing arm arm letting go greatest story never told love greatest story never told life greatest story never told thats way story go,relaxed
831,834,parked car neutral meeting place episcopalian churchyard thing id meaning say dazzling winter sun late could feel melt away warm radio static couldnt hear stage direction fog windshield obscured sad reflection felt desperate arm felt desperate arm parked near tree moonlight soaked branch everdeepening degree hand hair trying keep cool til became much bear cracked window open well air sweet could hear car ten foot away street felt desperate arm felt desperate arm,sad
832,835,im bored youre boarding town late look straight dont pull eye ground sit wait across gate minute stretch long youll never destiny destination wrong right coast left coast drifting round round im lost always know cant found made custom cant seem get past use since youve born higher class want somehow baggage come along never stop never stop im back belong right coast wrong coast drifting round round im lost always know cant found cant see across great divide im lost always im right side back belong back belong back belong back belong back belong back belong back belong back belong,sad
833,836,aint got money clothes kinda funny hair kinda wild free oh love grows rosemary go nobody know like talk kinda lazy people say shes crazy life mystery oh love grows rosemary go nobody know like there something hand holding mine feeling thats fine gotta say hey shes really got magical spell working well cant get away im lucky fella got tell love endlessly love grows rosemary go nobody know like there something hand holding mine feeling thats fine gotta say hey shes really got magical spell working well cant get away im lucky fella got tell love endlessly love grows rosemary go nobody know like keep growing every place shes nobody know like youve met youll never forget nobody know like la la la believe youve seen nobody know like,happy
834,837,come check steel wall voice blastin true rebel brother mumia reflect upon spark set prairie fire make mass mastodon path trample fascist fifteen exposed phillys finest killing machine boot mad gun pacify ya young cause effect smell smoke breeze panther brother war youre free youll never silence voice voiceless youll never silence voice voiceless well powerful got nervous cause refused servant cause spit truth burned like black church prose verse million poor hearse watch decision dred scott revers long rope tight around mumias neck let rich white life bound respect cause effect cant ya smell smoke breeze panther brother war youre free youll never silence voice voiceless youll never silence voice voiceless youll never silence voice voiceless youll never silence voice voiceless orwell hell terror era coming little brother watching orwell hell terror era coming little brother watching watching,angry
835,838,see black white come someone el fight one ever get involved apathy never solve forced brave mighty stolen land cant fight hold pride tradition even though know much life really missing dissing reservation hopeless situation respect something earn indian brother getting burned original american turned second class citizen forced brave mighty stolen land cant fight hold pride tradition even though know much life really missing dissing reservation hopeless situation cry indian die indian cry indian cry cry cry indian love land fellow man peace strive folk none hatred prejudice forced brave mighty stolen land cant fight hold pride tradition even though know much life really missing dissing reservation hopeless situation cry indian die indian cry indian cry cry cry indian war dance territory body nation people inhabit make configuration prejudice something without flag many color land see black white come someone el fight one ever get involved one apathy never solve forced brave mighty stolen land cant fight hold pride tradition even though know much life really missing dissing reservation hopeless situation cry indian die indian cry indian cry cry cry indian yeah,angry
836,839,maybe rush im sure sometimes ive given everything take wanting watching debating way run haunted voice craving someone run havent lost long time never tried care wanted want part something want real like sometimes feel like monster time feel like saint im knee youre favorite disease need get back need get back cant far silent warning tell ive let thing come undone show teach way heaven cause way havent lost long time never tried care wanted wanted part something wanted real like sometimes feel like monster time feel like saint im knee youre favorite disease closer closer closer need closer closure get closer every step take sometimes feel like monster time feel like saint im knee youre favorite disease love way kill love way heal sometimes feel like monster time feel like saint im knee youre favorite disease love way kill love way heal love way kill love way heal love way kill love way heal love way kill love way heal love way kill love way heal,sad
837,840,meet morning ill motor running icy lane glass blue sky living living havent come stranger havent come break home havent come harm child ive come love dont let grass grow foot sand time keep running last im street engine running meet evening ill log fire burning frosty lane darkening sky living living havent come stranger havent come break home havent come harm child ive come love,relaxed
838,841,there apple pussy mouth dinner whore there tumor tv mouth burn grows someone better get dog kick jaw wired shut save dick bottomless pit come little horn little horn born little horn born little horn born little horn born world spread leg another star world show face another scar dead dance left worm wait bated breath blind become deaf say little horn save save save save world spread leg another star world show face another scar everyone suffer everyone suffer everyone suffer everyone suffer cant save cant save cant save cant save world spread leg another star world show face another scar,angry
839,842,talked night suicide said living come never feel alive first time youre well get second time alright enough shoot vein tear nerve appart well give go give go know alright know alright give go give go get little high get little low ive seen many time hand pocket said ive got message phone blowing mind know tearing inside strangles strangles know first time youre well get second time alright second circle hell mind shoot vein tear nerve appart oh give go give go know alright know alright give go give go get little high get little low giving go giving go know alright know alright giving go giving go get little high get little low well hard dont slide hanging word well thats alright easy well alright giving go giving go know alright know alright giving go giving go get little high get little low giving go giving go giving go giving go get high high count finger four one two three four thats,happy
840,843,rabiosa que tengo pila loco haciendo cola tengo palomo meto en lo yo te quiero atracai ratat que yo te quiero quinientos perdo mentiras son divid contigo porque esa vuelta e pa que yo quiero amarrai oye mami vulvete loca arame la espalda murdeme la boca aj aja oye papi vulveme loca arame la espalda murdeme la boca aj aja rabiosa ah ah rabiosa ah ah rabiosa rabiosa yo soy rabiosa ah ah rabiosa ah ah rabiosa rabiosa ah rabiosa tienes pila loco haciendo cola pila palomo meto en lo quieres atracai ratat que tienes quinientos perdo mentiras son divid contigo pero esa vuelta e pa que quiere amarrai oye mami vulvete loca arame la espalda murdeme la boca aj aj oye papi vulveme loca arame la espalda murdeme la boca aj aj oye mami vulvete loca arame la espalda murdeme la boca aj aj oye papi vulveme loca arame la espalda murdeme la boca aj aj rabiosa rabiosa rabiosa eres rabiosa rabiosa ah ah rabiosa ah ah rabiosa yo soy rabiosa ah oye mami vulvete loca arame la espalda murdeme la boca aj aj oye papi vulveme loca arame la espalda murdeme la boca aj aj oye mami vulvete loca arame la espalda murdeme la boca aj aj oye papi vulveme loca arame la espalda murdeme la boca aj aj,happy
841,844,time may time may twist shape remember said remember said remember said remember said remember said way way way way way way time may change time may change time may change twist shape time may change twist shape remember said remember said world wont seem bad anymore anymore anymore time may change twist shape time may change twist shape time may change twist shape time may change twist shape time may change twist shape time may change twist shape time may time may time time,relaxed
842,845,wir fahrn fahrn fahrn auf der autobahn vor un liegt ein weites tal die sonne scheint mit glitzerstrahl die fahrbahn ist ein graues band weisse streifen gruener rand jetzt schalten wir ja da radio au dem lautsprecher klingt e dann wir fahrn auf der autobahn,relaxed
843,846,ice god shake earth destruction path sinking deeper snow eating bark blackened hand swollen finger frozen jaw warm teeth wrapped around wrist frostbite eating away limb slit belly brontotherium climb toward vermilion snowbank fall station cross prayer save chewing bone euphoria land sky shining skull ice field blanket land hunted beyond fray direction known running bend provision wearing thin avalanche sweep land starvation setting spilling thats left shouldve kept fruit virgin vine threehorned face pillar red evil life atop crooked spine rosebush current flow carmine river go solar storm erupt sun ice field blanket land snow queen hypothermia ice lip hallucination landscape ebb flow think felt end time skull aglow crystal shine start warm empty climb,angry
844,847,kinda lose sense time cause tear dont matter feeling hide gonna tear inside hope know tried follows around day wake soaking wet cause world eternity face hope see yeah know youve sent sure know youre trying ease know wont get far shes sings like angel cant hear word shes sings like angel unforgivable sinner youve walking around tear answer get wont ever someone cry youre blame struggling fight inside sorrow youll defeat picture see wont disappear unpleasant dream voice hear know youve sent sure know youre trying ease know wont get far shes sings like angel cant hear word shes sings like angel unforgivable sinner maybe one time lost found stand right hit ground maybe one time lost found stand right hit ground hit ground know youve sent sure know youre trying ease know wont get far shes sings like angel cant hear word shes sings like angel unforgivable sinner,sad
845,848,oh girl dont know reason found answer lookin eye go walking day long take away lonely man soon gone cause ill tell everything living free yes see girl see dont need know day much know watch waste away cause ill tell everything living free yes see girl see go see sorcerer look ball may find answer written wall left one dancer see answer oh put mansion top hill please dont make thing found something special dont know looking pretty little eye cause ill tell everything living free,happy
846,849,white light goin messin mind dont know gonna make go blind aw white heat tickle toe ooh mercy goodness know white light goin messin brain aw white light gonna drive insane aw white heat tickle toe aw white light said goodness know hmm hmm white light aw surely love watching stuff tip hmm hmm white light watch side watch side dont know gonna dead drive hmm hmm white heat hey foxy mama watchin walk street hmm hmm white light come upside head gonna make dead end street white light moved brain white light goin makin go insane aw white heat tickle toe aw white light said goodness know aw white light lighten eye dont know fill surprise aw white heat tickle toe aw white light tell goodness know work hmm hmm white light aw surely move hmm hmm white light watch speed freak watch speed freak everybody gonna go make every week hmm hmm white heat aw sputter mutter everybody gonna go kill mother hmm hmm white light come come everybody get gonna make run,angry
847,850,long time since ive seen like face face know called another ghost chase shouldve read letter shouldve found youd truth escape call whistle steam whistle steam there man station newspaper bed need kind salvation die said honey passersby another leaving scene locked tight call whistle steam whistle steam whistle steam sleeper steel blackroot vine place space past horizon line hear old horn blowin every time close eye behind every bolted door voice recognise singing prayer singing curse singing dream everyone caught headlight caught whistle steam whistle steam caught whistle steam whistle steam whistle steam caught whistle steam whistle steam,relaxed
849,852,told stay away door dont give brother brother brother brother freak phone wont leave alone dont give brother brother brother brother found found showed dont take nobody word aint jesus gonna come sky found know cry found found sitting cock hand dont get nowhere dont make man heard something pa didnt want made star found found old hare krishna got nothing keep crazy nothing keep occupied pie sky aint guru see eye found found seen junky seen religion jesus paul dont let fool dope cocaine one harm feel pain found found found,angry
850,853,tell scar arm crack hip dent car blister lip im carefullest girl tell glass floor string thatre breaking keep breaking look like shaking temperature colder could disengage older would act age dont think youd believe way im meant way operation made tell state room let soon pill ate came couple year late ive got issue work go pretending makebelieving soul beneath surface trying convince accidentally purpose serious passion plagiarism might join century rare occasion taken labor pain set behold world worst accident girl anachronism tell red eye bruise thigh knot hair bathtub full fly im right go pretending ill fall dont call doctor cause theyve seen theyll say let crash burn shell learn attention encourages tell fullbody cast youre sorry asked though everything could might catching dont touch youll start believeing youre immune gravity stuff dont get wet bandage come tell smoke stake current state critical well little thing instance time take break make ten excuse please excuse day way medication make dont necessarily believe cure might join century doubtful guest precarious removed caesarian behold world worst accident girl anachronism girl anachronism girl girl girl anachronism,angry
851,854,sitting staring open mouth let lie spew wrong cant see wanna leave forget look face tell im disgrace say youre victim say youre full shit time stuck put feel thats ive got bullet name sitting staring remember used kick around look deep eye come take pain one bullet name look face tell im disgrace say youre victim say youre full shit time stuck put feel thats ive got bullet name thats get fuck away look deep eye come take pain ask get away look face tell im disgrace say youre victim say youre full shit time stuck put feel thats ive got bullet name time stuck put feel thats ive got bullet name,angry
852,855,waiting hour destined die table hell figure white unknown man approaching altar death high priest awaiting dagger hand spilling pure virgin blood satan slaughter ceremonial death answer every command death come easy close eye dream friend youll see heavenly failure losing move new form life altar sacrifice curse damned confronting evil dread coalesce one shadow soul soon meet undead altar sacrifice curse damned confronting evil dread coalesce one shadow soul soon meet undead enter realm satan blood turning black change begun feeling hatred damned hell flesh start burn twist deform eye dripping blood realization death transforming five toe two learn sacred word praise hail satan gift power disposed upon use feel need master force power satan controlling creature instinct drawn castle float sky learn resist temptation watching angel sift heaven endlessly searching salvation,angry
853,856,perfect little dream kind hurt forgot feel well almost one blame always open eye wake wake wake wake wake flame took make realize took make realize took make realize took make see light smashed sanity smashed integrity smashed believed smashed whats left smashed everything smashed true gonna smash piece dont know else covered hope vaseline still cannot fix broken machine watching hole used mine watching burn steady systematic decline trust betray give throw away everything ive done hate ive become took make realize took make realize took make realize took make see light smashed sanity smashed integrity smashed believed smashed whats left smashed everything smashed true gonna smash piece dont know else tried gave tried gave tried gave tried gave tried gave tried gave tried gave tried gave smashed sanity smashed integrity smashed believed smashed whats left smashed everything smashed true gonna smash piece dont know else smashed sanity smashed integrity smashed believed smashed whats left smashed everything smashed true gonna smash piece dont know else smashed sanity smashed integrity smashed believed smashed whats left smashed everything smashed true gonna smash piece dont know else throw away,angry
854,857,black shadow hanging shoulder black mark name green eye couldnt get colder there bad poison running vein evil walk behind evil sleep beside evil talk around evil walk behind black widow weaving evil notion dark secret spun web good men going ocean cant swim cause theyre tied bed evil walk behind evil sleep beside evil talk around evil walk behind cry wolf sometimes wonder park broom ha ha oh black widow come weave web ocean got tied bed dark dark secret green green eye black widow youre bad,angry
